Az_deg,El_deg,Gain_dBi,Gain_linear
-165,-60,-22.2266895509199,0.00598867913620814
-165,-55,-22.044802231034,0.00624481787276704
-165,-50,-22.8016818917005,0.00524604257479539
-165,-45,-24.1315849632954,0.00386225997655911
-165,-40,-24.5348853560089,0.00351974713744216
-165,-35,-22.7170266426786,0.00534930469293294
-165,-30,-20.2973455642575,0.0093382488616939
-165,-25,-18.5112898959133,0.014088702884
-165,-20,-17.5686147458007,0.0175040492023946
-165,-15,-17.4272298847551,0.0180832718636294
-165,-10,-17.9670176966055,0.0159697541497921
-165,-5,-18.8720665993571,0.0129656215236052
-165,0,-19.4221549336944,0.0114231138857734
-165,5,-18.9464517163821,0.0127454398684695
-165,10,-17.8201861817016,0.016518909802751
-165,15,-16.8134565739397,0.0208283248525975
-165,20,-16.2962947342253,0.0234622969203435
-165,25,-16.35450569297,0.023149916596673
-165,30,-16.9746692324896,0.0200693393636801
-165,35,-18.1053245086013,0.0154691891250743
-165,40,-19.6529111288855,0.0108320058804926
-165,45,-21.440674170817,0.00717682874150984
-165,50,-23.15602172806,0.00483501501593374
-165,55,-24.3860188337069,0.00364248789052288
-165,60,-24.8430090994365,0.00327868044217263
-165,65,-24.523285724837,0.00352916064431736
-165,70,-23.5411763877886,0.00442468503225711
-165,75,-21.9799147366887,0.00633882155891456
-165,80,-19.9426806583512,0.0101328574772155
-165,85,-17.6038267694154,0.0173627024654863
-165,90,-15.1579386515201,0.0304934199511367
-160,-90,-14.1882309454662,0.0381221078311473
-160,-85,-17.4060231379749,0.0181717890334622
-160,-80,-21.143747030816,0.00768467131705964
-160,-75,-24.3276536192027,0.00369177001487875
-160,-70,-24.2955294350757,0.00371917879030925
-160,-65,-22.5284548137473,0.00558668929474533
-160,-60,-21.2909840368934,0.00742850801561116
-160,-55,-20.9750757333197,0.00798900010134791
-160,-50,-21.5201487878007,0.00704668926837736
-160,-45,-22.5045624884359,0.00561750866714769
-160,-40,-22.5449826901888,0.00556546852500066
-160,-35,-20.6820138431785,0.00854670306492791
-160,-30,-18.3109998805619,0.0147536681898161
-160,-25,-16.5096804681056,0.0223373656381324
-160,-20,-15.4979026122239,0.0281974437373642
-160,-15,-15.2395905964113,0.0299254672668189
-160,-10,-15.58594837091,0.0276315446194006
-160,-5,-16.1705107640071,0.024151767742137
-160,0,-16.3438832008562,0.0232066087260561
-160,5,-15.7277161063143,0.0267441247487531
-160,10,-14.751619928675,0.033484051955698
-160,15,-14.0047693067748,0.039767021978901
-160,20,-13.769839565975,0.0419774490719744
-160,25,-14.1243879235747,0.0386866574143243
-160,30,-15.0682950593083,0.0311293816550348
-160,35,-16.5656607877495,0.0220512859613588
-160,40,-18.5274664922467,0.0140363229111831
-160,45,-20.7385820144588,0.00843610154248963
-160,50,-22.7641905510006,0.00529152612816602
-160,55,-24.0734832684975,0.00391427805636519
